alpha,alphaUK,alphaEU,alphaW,beta1,beta1UK,beta1EU,beta1W,beta2,beta2UK,beta2EU,beta2W,gammaH,gammaK,gammaHL,gammaHH,mu,delta,CFC,hLO,hHI,logH,h,k0,logK0,k1,rho,rhoUK,rhoEU,rhoW,DeltaVValue,chi0,chi1,tau,tau0,tauR,tauEU,tauW,taux1,taux2,y0,logGammaH,logGammaHL,logGammaHH,logAlpha,logAlphaUK,logAlphaEU,logAlphaW,logBeta1,logBeta1UK,logBeta1EU,logBeta1W,logGammaK,logRho,logRhoUK,logRhoEU,logRhoW,sigmaBar,muBar,D0,D1,logPeu0,logPw0,logPeu,logPw,peu,pw
3.78710893735637e-05,0.469035134074487,0.0248280846631866,0.0248280846631866,3.28291194004284e-05,0.965594758195804,7.52832787520236e-05,7.52832787520236e-05,1.28769754265325e-05,0.962011899812343,9.19484119956756e-05,9.19484119956756e-05,0.19514752117829,0.992565711234182,0.594603557501361,0.594603557501361,0.198966297415944,0.0420815078266047,0.0320697643352045,0.0915954544578498,0.0915954544578498,-2.39037363235596,0.0915954544578498,0.762086864076895,-0.271694734940842,0.791169001819738,0.00495434491217225,0.97909794181772,2.75951615955162e-05,2.75951615955162e-05,0.00606625871076837,0,0.00766746257350274,-0.0427085627992841,-0.0427085627992841,0,0.12,0.12,0.01,0.01,0.132666986191156,-1.08493866830723,-0.519860385419959,-0.519860385419959,-13.4694948932085,-1.70243490786822,-2.49966664525351,-2.49966664525351,-15.3094923440842,-0.00395075487466257,-13.8422609961373,-13.8422609961373,-0.196613447550617,-4.91844271713476,-0.00142908187573773,-15.8747493923266,-15.8747493923266,1.42121072344061,-2.62453978853079,0.280780268766328,0.259630483384239,-2,-2,-1.886671314693,-1.886671314693,0.151575517225006,0.151575517225006
3.42989029612041e-05,0.948234743957204,0.000171957900209425,0.000171957900209425,8.64492124075529e-05,0.956243748210901,0.000122354966257823,0.000122354966257823,6.27955819239154e-05,0.954931142544208,0.00012989408090371,0.00012989408090371,0.256384776403501,0.906158347412879,0.594603557501361,0.594603557501361,1.68158625824474,0.0306895000268871,0.031167943182963,0.22893916604809,0.22893916604809,-1.47429896116425,0.22893916604809,1.01558979962713,0.0154695271066593,1.01953297182019,0,0,0,0,0.00672727172890727,0,0.00659838564798643,0.0326317594875461,0.0326317594875461,0,0.12,0.12,0.01,0.01,0.840967536887167,-1.57028139687374,-0.519860385419959,-0.519860385419959,-11.0131037133412,-0.00502313848010812,-13.3625004565968,-13.3625004565968,-8.84206885196026,-0.00354553976273269,-14.0584909708228,-14.0584909708228,-0.648597333573078,0,0,0,0,1.44700957447826,-0.527180805042248,0.670270115406822,0.619272431161658,-2,-2,-1.886671314693,-1.886671314693,0.151575517225006,0.151575517225006
0.000901061887871436,0.476509942423413,0.0239789877011785,0.0239789877011785,0.00806561432663282,0.723662207802594,0.00557386348048632,0.00557386348048632,0.00758141912580681,0.667593963876029,0.00836637354247338,0.00836637354247338,0.481031678544618,0.922120995585622,0.594603557501361,0.594603557501361,0.369161271866228,0.0569940314667729,0.274985778921653,1.11817391595083,1.11817391595083,0.111696922519184,1.11817391595083,4.82481712285905,1.57377283207453,4.93531433289263,0.197837570996649,0.49830162959034,0.0216229921946501,0.0216229921946501,0.0307580234769442,0,0.00623223191113678,0.00791747737274279,0.00791747737274279,0,0.12,0.12,0.01,0.01,2.13242381288939,-0.50082579987378,-0.519860385419959,-0.519860385419959,-5.6086910575728,-2.60674389032571,-2.02014370311336,-2.02014370311336,-2.93136772859942,-0.687830877846815,-3.85508194893439,-3.85508194893439,-1.06708136694695,-1.09867598799628,-2.39537896666683,-2.10505421860142,-2.10505421860142,0.999578828653485,-1.49610059663878,2.82472539720724,2.79666128188246,-2,-2,-1.886671314693,-1.886671314693,0.151575517225006,0.151575517225006
1.9026350473305e-06,0.771686947903715,0.00369316666665486,0.00369316666665486,7.82863069368674e-06,1,0,0,7.47644709242803e-06,1,0,0,0.723047265431514,0.447455451890019,0.594603557501361,0.594603557501361,3.64774135623045,0.0459540736429274,0.0116701476809464,0.66209430647156,0.66209430647156,-0.412347276285471,0.66209430647156,0.253952408476904,-1.37060839772038,0.266757921010524,0.850430478653746,0.912628136654995,0.000499171082077343,0.000499171082077343,-0.0172239911118851,0,0.0645678712993327,0.024526973323868,0.024526973323868,0,0.12,0.12,0.01,0.01,1.40885720837573,-0.893342717275187,-0.519860385419959,-0.519860385419959,-20.959630363281,-0.137807957294422,-6.8048854236711,-6.8048854236711,-16.2226809224956,0,0,0,-0.655695060503628,-0.0541442661129471,-0.0162388779999592,-11.0213967380842,-11.0213967380842,1.42549248778146,0.278093753181727,0.165765164558494,0.122615348947822,-2,-2,-1.886671314693,-1.886671314693,0.151575517225006,0.151575517225006
0.00402922497034764,0.983464397999134,1.72319002058362e-05,1.72319002058362e-05,0.00439072126196213,1,0,0,0.00421423605306218,1,0,0,0.878505391583288,0.560641276844638,0.594603557501361,0.594603557501361,0.422496690431093,0.0599920479009134,0.0456973399432498,1.00582406727071,1.00582406727071,0.00580717295493829,1.00582406727071,0.761723287371793,-0.272171929178794,0.784579508000064,0.0249405353381162,1,0,0,0,0,0,0.0323103035194726,0.0323103035194726,0,0.12,0.12,0.01,0.01,1.60885129900302,-0.0936647966816778,-0.519860385419959,-0.519860385419959,-6.90722735508463,-0.00275053342121487,-14.5658846608628,-14.5658846608628,-7.20600557596909,0,0,0,-0.799548091197309,-2.63620611467884,0,0,0,1.22645942511318,-1.61367502623925,0.10420281851804,0.483791787685741,-2,-2,-1.886671314693,-1.886671314693,0.151575517225006,0.151575517225006
0.000169641335127872,0.628494206464174,0.0107354190792034,0.0107354190792034,0.000259981358968969,0.987385104893541,1.00092063877373e-05,1.00092063877373e-05,0.000248285677457813,0.987385104893541,1.00092063877373e-05,1.00092063877373e-05,0.599265011138007,0.869445511363439,0.594603557501361,0.594603557501361,0.914335617428214,0.0471793940280205,0.0598966343192115,0.358975049010757,0.358975049010757,-1.02450239427198,0.358975049010757,1.26955073402677,0.238663085150411,1.29115088042086,0,0,0,0,0,0,0,0.0448159735790293,0.0448159735790293,0,0.12,0.12,0.01,0.01,0.749308459580806,-0.168141508422761,-0.519860385419959,-0.519860385419959,-10.4616904661025,-0.764555906169547,-3.67962369241713,-3.67962369241713,-9.41085797509967,-0.000552581595640859,-17.7746839087937,-17.7746839087937,-1.13251037175081,0,0,0,0,1.16989640894985,-0.773886382453973,0.789385928179891,0.914819131684849,-2,-2,-1.886671314693,-1.886671314693,0.151575517225006,0.151575517225006
0.00107839707879683,0.771501205208884,0.00369959466281568,0.00369959466281568,0.000473908672453079,1,0,0,0.00045258912508104,1,0,0,0.934124925471717,0.465094871376007,0.594603557501361,0.594603557501361,0.685389861106109,0.0549169472162405,0.0139427072141905,0.413883483843876,0.413883483843876,-0.882170784759128,0.413883483843876,0.253887149977397,-1.37086540211785,0.267228582629948,0,0,0,0,0,0,0,0.0511625635416482,0.0511625635416482,0,0.12,0.12,0.01,0.01,0.601266645277875,-0.0687730740404901,-0.519860385419959,-0.519860385419959,-7.87942080387948,-0.395675837199273,-4.82148604229222,-4.82148604229222,-10.6249233228657,0,0,0,-1.07915308106407,0,0,0,0,0.94747246823102,-0.826619501345829,0.145289812097433,0.151140846453454,-2,-2,-1.886671314693,-1.886671314693,0.151575517225006,0.151575517225006
0.000509516565276323,0.762656113321005,0.00401310558961253,0.00401310558961253,0.00175285514879649,1,0,0,0.00149490200607736,1,0,0,0.859347972018711,0.607855619830796,0.594603557501361,0.594603557501361,0.269102349974517,0.104118035418936,0.105742245279663,1.24683538661384,1.24683538661384,0.220608650457143,1.24683538661384,1.01559969753743,0.0154792730317092,1.03019106189447,0.101434744663788,1,0,0,-0.00440954253872404,0,0.00428031527531905,0.00143182044731309,0.00143182044731309,0,0.12,0.12,0.01,0.01,0.91684179066544,-0.149720880879256,-0.519860385419959,-0.519860385419959,-11.1059822888654,-0.520523358940372,-4.33304993413814,-4.33304993413814,-7.98357546180134,0,0,0,-0.707618172830415,-1.43100211057912,0,0,0,1.38637044258062,-2.27367499059961,0.392892717751199,0.444993031940899,-2,-2,-1.886671314693,-1.886671314693,0.151575517225006,0.151575517225006
0.000803979005189444,0.896590726127681,0.000705307496895527,0.000705307496895527,0.00116181274579104,1,0,0,0.00110954672216434,1,0,0,0.715727766705535,0.767871323723522,0.594603557501361,0.594603557501361,0.966353311760287,0.0675657541903954,0.0686226196565286,1.16664867466466,1.16664867466466,0.154135257992338,1.16664867466466,1.01564202869926,0.0155209531146753,1.01849775007166,0.0245516388553408,1,0,0,0,0,0,0.0340282803901709,0.0340282803901709,0,0.12,0.12,0.01,0.01,1.8710768367494,-0.584890147656465,-0.519860385419959,-0.519860385419959,-7.09938959498793,-0.0525751090372242,-8.68984365771402,-8.68984365771402,-6.14601738740419,0,0,0,-0.201162962058608,-3.15677433464365,0,0,0,1.48411156359714,-1.13551933107633,0.918556473270206,0.806845960760183,-2,-2,-1.886671314693,-1.886671314693,0.151575517225006,0.151575517225006
6.40054094422908e-08,0.757876206868792,0.00418862289320642,0.00418862289320642,1.02407086721392e-06,1,0,0,1.05909301856917e-06,1,0,0,0.86929122078247,0.512026204172685,0.594603557501361,0.594603557501361,11.4116049646012,0.104862969409968,0.133148619118036,2.13153458559547,2.13153458559547,0.756842183033534,2.13153458559547,1.2697391640464,0.238811496735967,1.28866013516497,0.627696930691353,0.304080785364667,0.0503025938179206,0.0503025938179206,-0.000874377979690061,0,0.000678517132508432,0.00848846115232114,0.00848846115232114,0,0.12,0.12,0.01,0.01,1.244750267556,-0.163264859541085,-0.519860385419959,-0.519860385419959,-15.8683851486394,-0.0118925450471334,-11.6422191318598,-11.6422191318598,-6.571259299888,0,0,0,-0.709474797842188,-1.36743057277498,-0.328503620990786,-5.16100765316165,-5.16100765316165,1.29879787326402,1.59119285916424,0.693057650039013,0.562501746114306,-2,-2,-1.886671314693,-1.886671314693,0.151575517225006,0.151575517225006
4.88094438810927e-05,0.835308501233882,0.00185105885808132,0.00185105885808132,0.000145475755216941,1,0,0,0.000138931293308749,1,0,0,0.67440900748815,0.814473062802015,0.594603557501361,0.594603557501361,1.31110096198221,0.0848795173682518,0.0862125567891115,0.49740108509978,0.49740108509978,-0.698358566071626,0.49740108509978,1.01570507776424,0.0155830292264376,1.04017805557195,0,0,0,0,0,0,0,0.0129278370777824,0.0129278370777824,0,0.12,0.12,0.01,0.01,0.814991398724987,-0.148109292899489,-0.519860385419959,-0.519860385419959,-11.7769517272021,-0.0745413135889621,-8.00254714684907,-8.00254714684907,-8.29292190269338,0,0,0,-0.74726020451828,0,0,0,0,1.36646998360934,-0.662752894808242,0.781402327144144,0.499139811059376,-2,-2,-1.886671314693,-1.886671314693,0.151575517225006,0.151575517225006
4.77577385587105e-05,1,0,0,2.1403161955652e-06,1,0,0,2.04403061318432e-06,1,0,0,0.979512029076038,0.260100364250784,0.594603557501361,0.594603557501361,1.31560463525232,0.0382755634300976,0.0097245425938496,1.29959603962173,1.29959603962173,0.262053477425686,1.29959603962173,0.254066608623789,-1.37015880766582,0.251379767848928,0.0078971015274836,1,0,0,0,0,0,0.0403418344414544,0.0403418344414544,0,0.12,0.12,0.01,0.01,0.703627439675371,-0.0601749602977528,-0.519860385419959,-0.519860385419959,-7.36486450991169,0,0,0,-17.3287552147649,0,0,0,-0.926823895817375,-5.06181832379406,0,0,0,0,0.274296358625678,0.119380413710491,0.231019988688783,-2,-2,-1.886671314693,-1.886671314693,0.151575517225006,0.151575517225006
0.000192037247798552,0.940511793764281,0.000228011916976396,0.000228011916976396,5.44102161288049e-05,1,0,0,5.19624846402114e-05,1,0,0,0.996107833837897,0.154329746030584,0.594603557501361,0.594603557501361,0.228981576984398,0.0743622224568071,0.0188786620469463,2.5129275607682,2.5129275607682,0.921448432347417,2.5129275607682,0.253874365547801,-1.37091575815787,0.259937410183852,0,0,0,0,0,0,0,0.0239999502215951,0.0239999502215951,0,0.12,0.12,0.01,0.01,0.616825552964322,-0.0225388514563998,-0.519860385419959,-0.519860385419959,-8.23875414490372,-0.00993761844033528,-12.0004112351351,-12.0004112351351,-12.3323207864385,0,0,0,-1.24590255905847,0,0,0,0,0,-1.47411372851395,0.0662796796650698,0.0797561642500653,-2,-2,-1.886671314693,-1.886671314693,0.151575517225006,0.151575517225006
1.37149878673282e-05,0.824076460293686,0.00212582907612732,0.00212582907612732,6.35677833287684e-08,0.819445402961096,0.00224523222451235,0.00224523222451235,6.07080838828854e-08,0.819445402961096,0.00224523222451235,0.00224523222451235,0.988544255125287,0.221891088829153,0.594603557501361,0.594603557501361,2.587324077926,0.0602433166131014,0.0305901281428364,2.44565502320494,2.44565502320494,0.8943129901985,2.44565502320494,0.507776295573073,-0.677714291437068,0.515564731034354,0,0,0,0,0,0,0,0.0387762055275766,0.0387762055275766,0,0.12,0.12,0.01,0.01,1.03507526475166,-0.0231115524937204,-0.519860385419959,-0.519860385419959,-6.02403947782259,-0.0171488009506962,-10.9128110424749,-10.9128110424749,-22.8254117955187,-0.0182095339858382,-10.7933065345378,-10.7933065345378,-1.40018748242798,0,0,0,0,0,0.950624167072774,0.274281431402036,0.243704286424708,-2,-2,-1.886671314693,-1.886671314693,0.151575517225006,0.151575517225006
0.000720292819271593,0.800953558589333,0.00275834579360647,0.00275834579360647,5.50319221751674e-05,0.795895701400921,0.00290899134372233,0.00290899134372233,0.000335337019118523,0.79177802704241,0.00303495779519481,0.00303495779519481,0.681813280818623,0.821818481888074,0.594603557501361,0.594603557501361,0.160806948193386,0.0782580102330349,0.0993581243659625,0.819916201377709,0.819916201377709,-0.198553137387762,0.819916201377709,1.26962242037711,0.238719549476399,1.31704057739886,0.000878498912486985,1,0,0,0.00199140630781086,0,0.00151203109606833,0.0332834822625996,0.0332834822625996,0,0.12,0.12,0.01,0.01,0.41594453347725,-0.204050665767713,-0.519860385419959,-0.519860385419959,-8.9301727552652,-0.279233854429227,-5.46199282669702,-5.46199282669702,-17.2839930553676,-0.295150481725978,-5.35888931170282,-5.35888931170282,-0.393050428190033,-6.33667012535766,0,0,0,1.19905626861317,-2.5464186806632,0.775723091156077,0.682391821479219,-2,-2,-1.886671314693,-1.886671314693,0.151575517225006,0.151575517225006
0.000657702552452571,0.898318819802473,0.000681292893120155,0.000681292893120155,4.6111965138232e-06,1,0,0,4.40375438787652e-06,1,0,0,0,0.996724879499845,0,0,1.95974362196096,0.0391631205673759,0.0100401307676698,0,0,-Inf,0,0.256366975414967,-1.36114536326486,0.259576772547324,0,0,0,0,0,0,0,0.0010937586531539,0.0010937586531539,0,0.12,0.12,0.01,0.01,0.906524967230437,0,0,0,-6.19622844593106,-0.0393847715846393,-9.26100088308996,-9.26100088308996,-21.2001256192708,0,0,0,-0.00119231335038991,0,0,0,0,0,0.672813659564733,0,0,-2,-2,-1.886671314693,-1.886671314693,0.151575517225006,0.151575517225006
